Frequency [kHz];50
Start of Measurement;Wednesday, March 27, 2024 4:33:32 PM
Unit Time;s
Unit Position;pm

Time;wibblywobbly
0;15690013185
0.00002;15690013121
0.00004;15690014766
0.00006;15690015808
0.00008;15690015336
0.0001;15690013096
0.00012;15690013060
0.00014;15690014935
0.00016;15690016152
0.00018;15690016145
0.0002;15690014517
0.00022;15690014357
0.00024;15690015941
0.00026;15690015761
0.00028;15690013891
0.0003;15690014828
0.00032;15690015736
0.00034;15690013268
0.00036;15690013832
0.00038;15690014779
0.0004;15690014452
0.00042;15690014305
0.00044;15690014522
0.00046;15690015348
0.00048;15690015783
0.0005;15690015122
0.00052;15690014297
0.00054;15690015100
0.00056;15690015480
0.00058;15690015995
0.0006;15690015997
0.00062;15690014409
0.00064;15690014642
0.00066;15690013724
0.00068;15690014470
0.0007;15690013938
0.00072;15690014098
0.00074;15690014272
0.00076;15690014130
0.00078;15690013960
0.0008;15690013563
0.00082;15690013014
0.00084;15690014958
0.00086;15690016004
0.00088;15690015425
0.0009;15690013844
0.00092;15690014062
0.00094;15690016122
0.00096;15690014399
0.00098;15690012112
0.001;15690011342
0.00102;15690012912
0.00104;15690014380
0.00106;15690015631
0.00108;15690014093
0.0011;15690011460
0.00112;15690012634
0.00114;15690013841
0.00116;15690014608
0.00118;15690015542
0.0012;15690014048
0.00122;15690013158
0.00124;15690013938
0.00126;15690015189
0.00128;15690015796
0.0013;15690013374
0.00132;15690013167
0.00134;15690013976
0.00136;15690015962
0.00138;15690015862
0.0014;15690014019
0.00142;15690012970
0.00144;15690013308
0.00146;15690014118
0.00148;15690015052
0.0015;15690015335
0.00152;15690014089
0.00154;15690014482
0.00156;15690015284
0.00158;15690016545
0.0016;15690016379
0.00162;15690015224
0.00164;15690014120
0.00166;15690014053
0.00168;15690014595
0.0017;15690014828
0.00172;15690014010
0.00174;15690013933
0.00176;15690015487
0.00178;15690015688
0.0018;15690016322
0.00182;15690013905
0.00184;15690013482
0.00186;15690012912
0.00188;15690014050
0.0019;15690014156
0.00192;15690013556
0.00194;15690013698
0.00196;15690014876
0.00198;15690015443
0.002;15690014567
0.00202;15690013747
0.00204;15690014706
0.00206;15690013595
0.00208;15690014713
0.0021;15690015578
0.00212;15690013619
0.00214;15690012827
0.00216;15690013592
0.00218;15690014317
0.0022;15690014948
0.00222;15690014355
0.00224;15690012256
0.00226;15690012671
0.00228;15690013913
0.0023;15690014334
0.00232;15690014902
0.00234;15690013838
0.00236;15690013304
0.00238;15690013652
0.0024;15690013525
0.00242;15690013505
0.00244;15690014395
0.00246;15690015043
0.00248;15690013405
0.0025;15690012568
0.00252;15690014959
0.00254;15690015491
0.00256;15690013814
0.00258;15690014730
0.0026;15690014702
0.00262;15690014429
0.00264;15690013035
0.00266;15690013888
0.00268;15690015837
0.0027;15690015541
0.00272;15690014371
0.00274;15690013616
0.00276;15690015528
0.00278;15690016643
0.0028;15690014602
0.00282;15690013228
0.00284;15690013493
0.00286;15690014065
0.00288;15690014469
0.0029;15690017012
